,author,time,message
51,Prof. Jim Scanlan,2021-08-03 09:25:53, Thanks very much  so.
52,Prof. Jim Scanlan,2021-08-03 09:26:03," I guess we're fairly united, people on this call, that TDAs are probably not the right solution long term for operating drones and the workshop, we ran earlier in the year was primarily with GA participants and, to be honest, there was quite a lot of anger amongst the crewed aviation community who see this as you know, stealing their precious airspace it segregates airspace it's inefficient so we've shut down, you know the airspace when we're using it of course it's temporary airspace and that made absolutely clear by the CAA."
53,Prof. Jim Scanlan,2021-08-03 09:26:34," That 90 days and you can't apply again, although I hear that maybe there are exceptions to that, but, but it's not a good construct for long term commercial operations and, of course, it takes a huge amount of effort to put this in place, so next slide."
54,Prof. Jim Scanlan,2021-08-03 09:27:18," Again, in our workshop with crewed aircraft users, there was a perceived lack of stakeholder engagement, maybe we, as the drone Community have been a little bit guilty of this in that we've consulted locally, where, perhaps we should be consulting more widely and perhaps nationally and I fly GA aircraft down to Hopham and Luxton and Lee on Solent and, and I tend to fly you know across the country, and so I don't necessarily check all the TDA applications across the whole country, but I would perhaps like to be aware of brick walls appearing in my favourite destination."
55,Prof. Jim Scanlan,2021-08-03 09:27:57," And, and what we're seeing is a backlash now and the other airspace uses the crewed airspace users are starting to react to TDAs and starting to organize and object to them and there's been recent examples where what would have been a relatively straightforward application is now getting pushed back."
56,Prof. Jim Scanlan,2021-08-03 09:28:34, So next slide.
57,Prof. Jim Scanlan,2021-08-03 09:28:40," So we've been trying to think of solutions for longer term for genuine commercial usage and we all know that a lot of worthwhile and very good work has been put into UTM philosophy, UTM thinking, a lot of international studies on the longer term solutions. But we, the exam question, we want to examine is can we do something very simply light touch a lot sooner and, in my opinion, the low hanging fruit for us drone operators is to start in low risk regions so low population density low space complexity low space traffic regions first."
58,Prof. Jim Scanlan,2021-08-03 09:29:30," and actually there is a fair amount of demand for drone services in those regions because they're generally regions that have poor existing logistics, so a lot of the island communities around the UK and rural poorly can connect it areas so that's where we want to start thinking about how can we put in more longer term commercial solutions, particularly for BVLOS flying."
59,Prof. Jim Scanlan,2021-08-03 09:30:04," And we believe there is a lack of suitable airspace procedures management tools, particularly for Class G airspace, so uncontrolled airspace."
60,Prof. Jim Scanlan,2021-08-03 09:30:16," And I’m sure people on this call will have opinions on this so, when will UTM be fully available and up and running and available, particularly in remote regions well my guess, to be honest, is it may be five years away."
61,Prof. Jim Scanlan,2021-08-03 09:30:27," And, and for me that's probably too long for the commercial operations that are possible now I think a lot of the technology is now in place for drone operators to start flying routine BVLOS flights."
62,Prof. Jim Scanlan,2021-08-03 09:30:46, And I would also suggest that full strength UTM and which is effectively controlled airspace is perhaps not appropriate for low risk regions and Prof. Tom Cherrett will tell you the full logistics operations and operators the profit margins on moving goods around is quite low so there's a lot of concern from potential logistics operators as to the unknown and possibly large cost associated with a full strength UTM system with controlled air space.
0,Drone Service Provider 13,2021-08-03 09:31:00,This sounds like it is on the development path of a UTM company. Could the UTM company not manage the TDA and allow access to multiple drones as part of their validation path?
1,EC Equipment Manufacturer,2021-08-03 09:31:00,I don’t honestly see a single VHF position reporting freq is viable - unless aircraft have 2 radios they are unlikely to be on the frequency as working other units.  It’s likely to be beyond the ability of some GA pilots to take in the information as it will task saturate them.  This is already being tried by the military for low flying but few GA pilots use it - for the reasons above.
2,Drone R&D - Commercial 1,2021-08-03 09:31:00,"The collision avoidance DETECTION is strongly biased to electronic conspicuity, is there no room for Vision and Audio based systems, we have a DTrig grant to develop exactly that, Dennis Motion Robotics"
63,Prof. Jim Scanlan,2021-08-03 09:31:30," So exam questions, how do we better manage integration of drones into why the shared airspace and we've been looking a lot at including all stakeholders so everyone use the airspace from by the pilots helicopter pilots Helimed, GA pilots and we'll say a bit more about that shortly."
64,Prof. Jim Scanlan,2021-08-03 09:31:45, Next slide please.
3,Commercial Drone Operator 30,2021-08-03 09:32:00,"Position reports are perfectly fine when flying over places such as Africa with lack of communications to listen to with ATC. Around the UK, with GA aircraft sometimes only having 1 radio, they will not give up flight information with a basic / traffic service to listen out to drone position reports."
65,Prof. Jim Scanlan,2021-08-03 09:32:05," So, we've amongst ourselves said if we started with a blank sheet of paper, particularly for these low ground risk and low air risk regions, what would be the perfect solution we think?"
66,Prof. Jim Scanlan,2021-08-03 09:32:14," And so, obviously we want some kind of solution that is non segregated that allows other air space users to use the zone that we want to use."
67,Prof. Jim Scanlan,2021-08-03 09:32:29," We want it to be renewable, we don't want it reliant on UTM and will expand on that shortly what something robust and simple that allows multiple UAV operators to access."
68,Prof. Jim Scanlan,2021-08-03 09:32:40," As the audience will know when someone applies for TDA they're effectively own that airspace and manage that airspace generally that moment, that means a single operator or single organization is using that space."
69,Prof. Jim Scanlan,2021-08-03 09:32:55," And so it's  applicable for low air traffic density areas and again I’ll say a bit more about that and, but the sting in the tail is that it would have to be for compliance UAVs is only so that means UAVs that are able to carry possibly certified EC devices. But the system we want to put in place wanted to be EC system agnostic so embrace all the various flavours of EC systems, including things like FLARM and pilot aware etc, etc."
70,Prof. Jim Scanlan,2021-08-03 09:33:39, And for some reason we're missing the bottom of the slide.
71,Prof. Jim Scanlan,2021-08-03 09:33:54, And I can't remember what that says so let's move on.
72,Prof. Jim Scanlan,2021-08-03 09:33:59," So this is the thing we we’re trying to develop and trying to sanity check and this is where we need your help, so class Lima again remember we're talking about low risk areas so ground risk analysis, so this is not appropriate for controlled airspace, of course, urban operations and complex aspects that might encompass aerodromes, for example."
4,Drone Service Provider 5,2021-08-03 09:34:00,"EC just one part of the CA picture, looks like a lot of reliance on EC for Class L, does not cope with interlopers.  Onboard self-generated CA is needed.  EO sensors.  But I Like the idea of Class L.  My other concern is vertical separation.  You mentioned altitude but flying at set clearance heights are better.  The problem of quadrants is that it pushes drones up into icing and weather, when flying low you avoid this to a larger extend. Separating in the vertical is a poor solution, deconfliction in azimuth is better."
73,Prof. Jim Scanlan,2021-08-03 09:34:31," So, the zone itself would be in a low risk area and quite a large area, so we envisage trunking routes, for example, so may be hundred kilometres long or more."
74,Prof. Jim Scanlan,2021-08-03 09:34:39," And within that so the operator’s plural would publish their both their flight plans and their live platform status in a portal, and this is very UTM-like. To be honest, the crucial and subtle differences that we're not asking for permission for that flight plan we're publishing it, and so this this is effectively self-managed airspace and the exam question is, can we do that without an ANSP or a fizo covering this aspects and I think that is justifiable based on the safety plans we put in place and the fact that it's  low complexity aspects."
75,Prof. Jim Scanlan,2021-08-03 09:35:30," And we've been doing some trials with onboard automatic collision avoidance, so the drone can have, for instance, EC in so ADSP in and can take conservative automatic collision avoidance and part of the trials, we want to do is trial that and tune it and understand the parameters and capabilities of other T cast like capability."
76,Prof. Jim Scanlan,2021-08-03 09:35:58," And we would want them all air space users within this zone and effectively, this is a TMZ with a few extras and few subtle differences to broadcast their position through something like a AVSB out or some of the FLARM capabilities."
77,Prof. Jim Scanlan,2021-08-03 09:36:26, And of course the drone operators would have to undertake dynamic flight plan or proxy minimization so the drone operators would have to be monitoring traffic and if they see a potential airprox they would have to take manually input anticipatory collision avoidance.
78,Prof. Jim Scanlan,2021-08-03 09:36:54," One of the ideas that we a time with, and this went down very well with the CAA is the idea that the drones so all drones in this class Lima would automatically provide VHF position reports on maybe something like safety-com or a published may be allocated frequency."
79,Prof. Jim Scanlan,2021-08-03 09:37:11," So “drone X, Y zed at 200 feet on a regional pressure setting of X, Y zed heading of 320 degrees at 200 feet”, so that be automatically broadcast on a frequent basis."
80,Prof. Jim Scanlan,2021-08-03 09:37:22," that's relatively straightforward from a technical point of view, what more complex, is to provide that in a human readable form, and particularly to provide position reports in relation to a VRP, for example."
81,Prof. Jim Scanlan,2021-08-03 09:37:42," And so that's something where we're playing with and toying with we also wouldn't want to saturate the whole area, so we may want to have this broadcast on reduce power levels so you only hear drones that are within I know five maybe 10 kilometres."
7,Drone Service Provider 5,2021-08-03 09:38:00,A blend of all is required EC and EO
5,EC Equipment Manufacturer,2021-08-03 09:38:00,The key to having an EC system that can be used reliably for deconfliction is to make it mandatory for all - drones included. Ideally the technology should be uniform - ADS-B is reliably used for this purpose in USA
6,German Moreno,2021-08-03 09:38:00,"EC based detection does not have the uncertainty of vision based/sound based detection, also reliability is 'measurable'."
8,Government Funding Agency,2021-08-03 09:38:00,"Given that ICAO determine airspace classifications and the current ones are from a long held convention adopted globally, how do you propose to actually introduce a new airspace classification?"
9,EC Equipment Manufacturer,2021-08-03 09:38:00,ADS-B can be mandated to be SIL 1 or above - easily and economically achieved
82,Prof. Jim Scanlan,2021-08-03 09:38:02," But it's certainly an idea and it's an extra level of safety if all else fails, and if I’m flying a GA aircraft in this area I’ve got a comfort feeling that my eyes are outside the cockpit I’m not looking at screens or something and I can hear nearby drones so that's maybe, something that we pursue as part of this project."
83,Prof. Jim Scanlan,2021-08-03 09:38:28," Now, a thing called UAV multi spherical compliance and so Aliaksei Pilko who was introduced to you earlier, has been doing some very detailed work on ground risk modelling but more importantly air risk modelling and one of the early studies, he did he did some agent based simulation of quite a high density of drones in in a given area."
84,Prof. Jim Scanlan,2021-08-03 09:38:57," And they used to be a thing amongst pilots, called the quadrangle rule, and it was a really nice rule that effectively was good airmanship so that if you're on a particular heading say 0 to 90 degrees you fly to give an attitude and there's layers of altitude and it naturally causes aircraft to fly in a coordinated way and minimize…so the study that Alex did chose, it has a very significant impact on air-prox probabilities."
10,Commercial Drone Operator 1,2021-08-03 09:39:00,"at low operating altitudes, EO is not a robust solution. It does work well for augmenting for example a radar solution. Honeywell is currently going down this route."
85,Prof. Jim Scanlan,2021-08-03 09:39:32," And the idea we've got is that because drones are obedient and can follow simple rules like the quadrangle rule and to perhaps even explore the possibility of having finer  resolution so chopping the compass not into four, but maybe 16 or even 32."
86,Prof. Jim Scanlan,2021-08-03 09:39:54," But with it comes the complication of  making sure that all our space users up are using a common altitude reference system that's actually a subtle complexity, so you know do people use a regional pressure setting or QFE or QNH or GPS altitude and making sure we've got a robust definition of altitude and height above ground everyone complies with is part of that work."
87,Prof. Jim Scanlan,2021-08-03 09:40:33, Okay next slide please.
88,Prof. Jim Scanlan,2021-08-03 09:40:52," And so, the idea is that, and this is not particularly new, I know that colleagues have got a really nice plan in place. So I think Skyports are on the call so Skyports of collaborating with Goodwood to put together a similar vision, to be honest, and so the idea is that we, we have shared airspace and one of the things we're working very hard on is to speak with all the other airspace users and to make sure that it's done, particularly in Class two regions and remote regions, in a way that's acceptable to other airspace use it next slide please."
11,EC Equipment Manufacturer,2021-08-03 09:41:00,Points i) to iv) all being trialled at Goodwood
12,German Moreno,2021-08-03 09:41:00,"""Class LIMA"" is a randomly assigned name to this initiative. This might not be a new airspace classification, might be a ""specific rules mandatory zone"". Class LIMA intends to explore the technical and procedural solution to this integration."
89,Prof. Jim Scanlan,2021-08-03 09:41:25," So, this is some of the work that  has been doing and and, of course, if you follow SORA so flying your specific drone putting a safety case together."
90,Prof. Jim Scanlan,2021-08-03 09:41:45," And by the way, I really liked SORA and it is being adopted by the CAA, and I think that will be a step forward I’d be interested to hear views of other people on this call."
91,Prof. Jim Scanlan,2021-08-03 09:41:57," But it asked two questions if you fly your drone what is the ground risk and what is the air risk and the frustration to date in doing this is that's very judgmental it's very subjective, and so the specific work  is doing is doing some very detailed mapping and analysis of the whole of the UK and generating numbers and real probabilities.  Both in terms of ground risk and air risk."
13,Drone Service Provider 5,2021-08-03 09:42:00,"EO works just fine at low level in certain ways, filtering out false positives is of course a challenge but we have made great inroads with this recently and it is better than not having it.  You cannot rely on EC or EO in isolation, so a blend is required.  Remember as range decreases the validity of the detection improves and you have to avoid the collision, not avoid the Airprox."
92,Prof. Jim Scanlan,2021-08-03 09:42:42," And that will help us decide, for instance, where should we have a class Lima, is where we want to fly too complex, or to higher ground risks or maybe go the long way around and avoid high risk areas and what's the utility of the so called good airmanship rules in terms of you know flight plan patterns and multi spherical rules, etc, etc."
93,Prof. Jim Scanlan,2021-08-03 09:43:00, Next slide please.
94,Prof. Jim Scanlan,2021-08-03 09:43:16," So, we've already had discussions with the CAA they are considering a sandbox proposal we've also had extensive discussions with the air space team."
95,Prof. Jim Scanlan,2021-08-03 09:43:32," And we think fingers crossed so far it's been well received by the CAA, it is quite distinct from UTM I think it could be a stepping stone to use to UTM it's distinct from the work that's being that's taking place at Goodwood."
96,Prof. Jim Scanlan,2021-08-03 09:43:50," And these are the multiple layers are a safety. so number one we would only put Lima areas in suitable low ground risk and air risk areas so and we would exploit the work  been doing and it's open source tools he's produced so people want to use them we'd love to hear from you so we use his work to help us map suitable areas and, of course.
as you're doing your flight plans you can use this mapping data to make sure you actually eat at a strategic level when you're planning your flight you, you understand historical traffic density in historical areas that existing space users are flying."
97,Prof. Jim Scanlan,2021-08-03 09:44:43," tactical I mentioned that already, so they'll still be a responsibility on drone operators to take in tactical action if they think there's an impending airprox and automatic so it'd be great if all the drones within class Lima, are capable of automatically avoiding EC sources, for instance, if there was C2 link failure, the drones could still avoid EC sources so a GA aircraft carrying a AVSB unit or a glider pilot buying a farm unit they’d be broadcasting their position through AVSB out."
98,Prof. Jim Scanlan,2021-08-03 09:45:23, What I haven't talked about is Neuron so we're doing this work with a company called Neuron who have got some really nice ideas around ensuring the data integrity for EC sources within a region and using blockchain technology to make sure it's un-hackable and secure and we can talk about that I don't know whether Neuron are on the call maybe they would like to say more about that.
99,Prof. Jim Scanlan,2021-08-03 09:45:50, I’ve talked about multi spherical role and talked about the VHF possibility next slide.
14,Drone Service Provider 8,2021-08-03 09:46:00,has anyone defined what UTM is?  I don't believe there is a universal agreement.
100,Prof. Jim Scanlan,2021-08-03 09:46:03," And so  is PI of E-Drone has built in some specific plans to trial this idea and so we're going to be setting up sadly a TDA we haven't decided where yet, but got multiple locations were considering we've flown in a lot of areas in the UK and so we're debating that."
101,Prof. Jim Scanlan,2021-08-03 09:46:35," We would welcome help on this so anyone that wants to come and play please let us know, we want to make sure this is as open as possible, so multiple drone operators to  play with this and play with the technology, the University has a manned test aircraft it's fairly well instrumented with various transponder technology, including a AVSB Mode S, FLARM etc, etc, so we'll be using that as the pretend intruder aircraft fairly extensively."
15,Drone R&D - Academic 8,2021-08-03 09:47:00,"Choosing the location for your trial is going to be one of the most important decisions. Eurocontrol has some good work on airspace assessments and I have conducted several in the Global South, particularly as operations manager, safety lead, and airspace/regulations/harmonisation adviser for the African Drone Forum: Lake Victoria Challenge TZ 2018, and Lake Kivu Challenge, RW 2020. Funding came from DfID. I may be missing something, but I can't see the difference between a managed restricted airspace and Class L. I have been an observer on the ICAO RPAS Panel for some time - and several joint task forces, and UAS Advisory Group, and I don't see a change to the present ICAO airspace categorisations. I am also a member of JARUS SRM WG - and don't think the SORA is applicable to limited resource settings and/or remote locations. I am working toward a similar risk assessment methodology for the Global South. We have had 100s or 1000s of BVLOS flights in Africa, most are highly automated."
16,Drone R&D - Commercial 6,2021-08-03 09:47:00,"We are strongly against mandating EO based detection systems. EC works, today... no research needed, just engineering. Not against adding a working EO system in the future which adds safety, but not required in our view for this initiative where the 'zone' is clearly defined and GA pilots will know they are required to have an EC device."
17,Drone R&D - Academic 8,2021-08-03 09:47:00,air risk and ground risk are necessarily complex
